nome_bairro,desc_atividade,nome_grupo,n
SANTO AMARO,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE COMUNICAÇÃO,CONSERVAÇÃO E LIMPEZA,1
SANTO AMARO,"REPRESENTANTES COM E AGENTES DO COM DE COMBUST, MINERAIS, PROD SIDER E QUÍMICOS","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SANTO AMARO,"REPRESENTANTES COM E AGENTES DO COM DE JORNAIS, REVISTAS E OUT PUBLICAÇÕES","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SANTO AMARO,"REPRESENTANTES COM E AGENTES DO COM DE MEDICAM, COSMÉT E PROD DE PERFUMARIA","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SANTO AMARO,"REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MÁQ, EQUIP, EMBARC E AERONAVES","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SANTO AMARO,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE PROD ALIMENT, BEBIDAS E FUMO","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SANTO AMARO,REPRODUÇÃO DE VÍDEO EM QUALQUER SUPORTE,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
SANTO AMARO,Serviço de tratamento de madeira realizado sob contrato,INDUSTRIA GERAL,1
SANTO AMARO,"SERVIÇOS COMBINADOS PARA APOIO A EDIFÍCIOS, EXCETO CONDOMÍNIOS PREDIAIS",OUTROS SERVICOS,1
SANTO AMARO,SERVIÇOS DE ALIMENTAÇÃO PARA EVENTOS E RECEPÇÕES - BUFÊ,OUTROS SERVICOS,1
SANTO AMARO,SERVICOS DE CAPOTARIA,CONSERVAÇÃO E LIMPEZA,1
SANTO AMARO,Servicos de corte e dobra de metais,OUTROS SERVICOS,1
SANTO AMARO,"SERVIÇOS DE DIAGNÓST POR IMAGEM SEM USO DE RAD IONIZANTE, EXC RESSONÂN MAGNÉTICA",SAUDE,1
SANTO AMARO,SERVIÇOS DE DIÁLISE E NEFROLOGIA,SAUDE,1
SANTO AMARO,Servicos de encadernacao e plastificacao,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
SANTO AMARO,"SERVIÇOS DE INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ACESSÓR P/ VEÍC AUTOMOTORES",CONSERVAÇÃO E LIMPEZA,1
SANTO AMARO,SERVIÇOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,1
SANTO AMARO,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO ELÉTRICA DE VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,1
SANTO AMARO,SERVIÇOS DE PRÓTESE DENTÁRIA,SAUDE,1
SANTO AMARO,"SERVIÇOS DE REMOÇÃO DE PACIENTES, EXC OS SERV MÓVEIS DE ATENDIMENTO A URGÊNCIAS",SAUDE,1
SANTO AMARO,SERVIÇOS DE SOMATOCONSERVAÇÃO,OUTROS SERVICOS,1
SANTO AMARO,Servicos de tratamento e revestimento em metais,OUTROS SERVICOS,1
SANTO AMARO,"servicos de usinagem, tornearia e solda",OUTROS SERVICOS,1
SANTO AMARO,SERVIÇOS DE VACINAÇÃO E IMUNIZAÇÃO HUMANA,SAUDE,1
SANTO AMARO,TABACARIA,OUTRAS ATIVIDADES VAREJISTAS,1
SANTO AMARO,TRANSPORTE RODOVIÁRIO DE MUDANÇAS,TRANSPORTE E COMUNICACAO,1
SANTO AMARO,"TRATAMENTO DE DADOS, PROVEDORES DE SERV DE APLIC E SERV DE HOSPED NA INTERNET",SERVICOS DE INFORMATICA,1
SANTO AMARO,TREINAMENTO EM INFORMÁTICA,EDUCACAO,1
SANTO AMARO,Web design,SERVICOS DE INFORMATICA,1
SANTO ANTONIO,AGÊNCIAS DE PUBLICIDADE,"ANALISE, PESQUISA DE MERCADO E PUBLICIDADE",1
SANTO ANTONIO,AGÊNCIAS DE VIAGENS,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",1
SANTO ANTONIO,"ALUGUEL DE OUTRAS MÁQUINAS E EQUIP COM E INDUST N/ ESP ANTERIORM, SEM OPERADOR",GUARDA E LOCACAO DE BENS MOVEIS,1
SANTO ANTONIO,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS P/ REALIZ DE EXAMES COMPLEMENTARES,SAUDE,1
SANTO ANTONIO,"ATIVIDADES DE ATEND HOSPITALAR, EXC PRONTO-SOCORRO E UNIDADES P/ ATEND A URGÊNCIAS",SAUDE,1
SANTO ANTONIO,"ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXC CONSULT TÉCNICA ESPECÍFICA","CONTABILIDADE, CONSULTORIA E ASSESSORIA",1
SANTO ANTONIO,ATIVIDADES DE CONTABILIDADE,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",1
SANTO ANTONIO,ATIVIDADES DE FRANQUEADAS  DO CORREIO NACIONAL,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",1
SANTO ANTONIO,Atividades de monitoramento de sistemas de segurança eletrônico,GUARDA E LOCACAO DE BENS MOVEIS,1
SANTO ANTONIO,"ATIVIDADES DE PRODUÇÃO DE FOTOGRAFIAS, EXCETO AÉREA E SUBMARINA","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
SANTO ANTONIO,ATIVIDADES DE PROFISSIONAIS DA ÁREA DE SAÚDE NÃO ESPECIFICADAS ANTERIORMENTE,SAUDE,1
SANTO ANTONIO,ATIVIDADES DE RÁDIO,TRANSPORTE E COMUNICACAO,1
SANTO ANTONIO,BANCOS DE DESENVOLVIMENTO,INSTITUICOES FINANCEIRAS E SECURITARIAS,1
SANTO ANTONIO,BANCOS DE INVESTIMENTO,INSTITUICOES FINANCEIRAS E SECURITARIAS,1
SANTO ANTONIO,"COM VAREJ ESP DE PEÇAS E ACES P/ APAR ELETROELET P/ USO DOMÉST, EXC INF E COMUNIC",OUTRAS ATIVIDADES VAREJISTAS,1
SANTO ANTONIO,COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",1
SANTO ANTONIO,"COMÉRCIO ATAC DE MERC EM GERAL, SEM PREDOMIN DE ALIMENT OU DE INSUMOS AGROPEC",COMERCIO ATACADISTA,1
SANTO ANTONIO,"COMÉRCIO ATACADISTA DE BICICLETAS, TRICICLOS E OUTROS VEÍCULOS RECREATIVOS",COMERCIO ATACADISTA,1
SANTO ANTONIO,COMÉRCIO ATACADISTA DE CARNES BOVINAS E SUÍNAS E DERIVADOS,COMERCIO ATACADISTA,1
SANTO ANTONIO,COMÉRCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS,COMERCIO ATACADISTA,1
SANTO ANTONIO,"COMÉRCIO ATACADISTA DE FILMES, CDS, DVDS, FITAS E DISCOS",COMERCIO ATACADISTA,1
SANTO ANTONIO,"COMÉRCIO ATACADISTA DE LIVROS, JORNAIS E OUTRAS PUBLICAÇÕES",COMERCIO ATACADISTA,1
SANTO ANTONIO,"COMÉRCIO ATACADISTA DE MÁQUINAS, APAR E EQUIP P/ USO AGROPEC/ PARTES E PEÇAS",COMERCIO ATACADISTA,1
SANTO ANTONIO,COMÉRCIO ATACADISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,COMERCIO ATACADISTA,1
SANTO ANTONIO,"COMÉRCIO ATACADISTA DE PRODUTOS DE HIGIENE, LIMPEZA E CONSERVAÇÃO DOMICILIAR",COMERCIO ATACADISTA,1
SANTO ANTONIO,COMÉRCIO ATACADISTA DE PRODUTOS ODONTOLÓGICOS,COMERCIO ATACADISTA,1
SANTO ANTONIO,COMÉRCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMAÇÃO,OUTRAS ATIVIDADES VAREJISTAS,1
SANTO ANTONIO,COMÉRCIO VAREJISTA DE ARTIGOS DE COLCHOARIA,OUTRAS ATIVIDADES VAREJISTAS,1
SANTO ANTONIO,"COMÉRCIO VAREJISTA DE ARTIGOS DE TAPEÇARIA, CORTINAS E PERSIANAS",OUTRAS ATIVIDADES VAREJISTAS,1
SANTO ANTONIO,COMÉRCIO VAREJISTA DE ARTIGOS FOTOGRÁFICOS E PARA FILMAGEM,OUTRAS ATIVIDADES VAREJISTAS,1
SANTO ANTONIO,COMÉRCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,OUTRAS ATIVIDADES VAREJISTAS,1
SANTO ANTONIO,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES,OUTRAS ATIVIDADES VAREJISTAS,1
SANTO ANTONIO,COMÉRCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITÓRIO,OUTRAS ATIVIDADES VAREJISTAS,1
SANTO ANTONIO,COMÉRCIO VAREJISTA DE FOGOS DE ARTIFÍCIO E ARTIGOS PIROTÉCNICOS,OUTRAS ATIVIDADES VAREJISTAS,1
SANTO ANTONIO,COMÉRCIO VAREJISTA DE OBJETOS DE ARTE,OUTRAS ATIVIDADES VAREJISTAS,1
SANTO ANTONIO,COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS HOMEOPÁTICOS,OUTRAS ATIVIDADES VAREJISTAS,1
SANTO ANTONIO,COMÉRCIO VAREJISTA DE VIDROS,OUTRAS ATIVIDADES VAREJISTAS,1
SANTO ANTONIO,COMÉRCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSÓRIOS,OUTRAS ATIVIDADES VAREJISTAS,1
SANTO ANTONIO,COMPRA E VENDA DE IMÓVEIS PRÓPRIOS,CONSTRUCAO CIVIL,1
SANTO ANTONIO,"CONFECÇÃO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA",INDUSTRIA GERAL,1
SANTO ANTONIO,"CONFECÇÃO, SOB MEDIDA, DE ROUPAS PROFISSIONAIS",OUTROS SERVICOS,1
SANTO ANTONIO,CORRETORAS DE TÍTULOS E VALORES MOBILIÁRIOS,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SANTO ANTONIO,CRIAÇÃO DE BOVINOS PARA CORTE,ATIVIDADES AGROPECUARIAS E EXTRATIVAS,1
SANTO ANTONIO,"DECORAÇÃO, LAPIDAÇÃO, GRAVAÇÃO, VITRIF E OUT TRAB EM CERÂM, LOUÇA, VIDRO E CRISTAL",CONSERVAÇÃO E LIMPEZA,1
SANTO ANTONIO,Edição integrada a impressão de jornais diários,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
SANTO ANTONIO,ENSINO DE IDIOMAS,EDUCACAO,1
SANTO ANTONIO,FABRICAÇÃO DE AÇÚCAR DE CANA REFINADO,INDUSTRIA GERAL,1
SANTO ANTONIO,FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA OUT USOS N/ ESP ANTERIORMENTE,INDUSTRIA GERAL,1
SANTO ANTONIO,FABRICAÇÃO DE ARTEFATOS TÊXTEIS PARA USO DOMÉSTICO,INDUSTRIA GERAL,1
SANTO ANTONIO,"FABRICAÇÃO DE BICICLETAS E TRICICLOS NÃO-MOTORIZADOS, PEÇAS E ACESSÓRIOS",INDUSTRIA GERAL,1
SANTO ANTONIO,"FABRICAÇÃO DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",INDUSTRIA GERAL,1
SANTO ANTONIO,FABRICAÇÃO DE EQUIPAMENTOS E ACESSÓRIOS PARA SEGURANÇA PESSOAL E PROFISSIONAL,INDUSTRIA GERAL,1
SANTO ANTONIO,FABRICAÇÃO DE GELO COMUM,INDUSTRIA GERAL,1
SANTO ANTONIO,FABRICAÇÃO DE MEDICAMENTOS ALOPÁTICOS PARA USO HUMANO,INDUSTRIA GERAL,1
SANTO ANTONIO,FABRICAÇÃO DE PRODUTOS DE CARNE,INDUSTRIA GERAL,1
SANTO ANTONIO,"FABRICAÇÃO DE PRODUTOS PARA INFUSÃO (CHÁ, MATE, ETC.)",INDUSTRIA GERAL,1
SANTO ANTONIO,FOTOCÓPIAS,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
SANTO ANTONIO,HOLDINGS DE INSTITUIÇÕES NÃO-FINANCEIRAS,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",1
SANTO ANTONIO,IMPRESSÃO DE MATERIAL PARA USO PUBLICITÁRIO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
SANTO ANTONIO,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,CONSERVAÇÃO E LIMPEZA,1
SANTO ANTONIO,LIMPEZA EM PRÉDIOS E EM DOMICÍLIOS,CONSERVAÇÃO E LIMPEZA,1
SANTO ANTONIO,LOTEAMENTO DE IMOVEIS PROPRIOS,CONSTRUCAO CIVIL,1
SANTO ANTONIO,"MANUTENÇÃO E REPAR DE MÁQ E EQUIP P/ A IND TÊXTIL, DO VEST, DO COURO E CALÇADOS",CONSERVAÇÃO E LIMPEZA,1
SANTO ANTONIO,MANUTENÇÃO E REPARAÇÃO DE OUTRAS MÁQ E EQUIP P/ USOS IND N/ ESP ANTERIORMENTE,CONSERVAÇÃO E LIMPEZA,1
SANTO ANTONIO,MONTAGEM DE ESTRUTURAS METÁLICAS,CONSTRUCAO CIVIL,1
SANTO ANTONIO,OUTRAS ATIVIDADES DE TELECOMUNICAÇÕES NÃO ESPECIFICADAS ANTERIORMENTE,TRANSPORTE E COMUNICACAO,1
SANTO ANTONIO,OUTRAS OBRAS DE INSTALAÇÕES EM CONSTRUÇÕES NÃO ESPECIFICADAS ANTERIORMENTE,"INSTALACAO, COLOCACAO E MONTAGEM",1
SANTO ANTONIO,OUTROS ALOJAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",1
SANTO ANTONIO,"OUTROS SERVIÇOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEF TÊXT E PEÇAS DO VESTUÁRIO",OUTROS SERVICOS,1
SANTO ANTONIO,PEIXARIA,OUTRAS ATIVIDADES VAREJISTAS,1
SANTO ANTONIO,PREPARAÇÃO DE SUBPRODUTOS DO ABATE,INDUSTRIA GERAL,1
SANTO ANTONIO,PRODUÇÃO DE ARTEFATOS ESTAMPADOS DE METAL,INDUSTRIA GERAL,1
SANTO ANTONIO,PROMOÇÃO DE VENDAS,OUTROS SERVICOS,1
SANTO ANTONIO,"RECUPERAÇÃO DE MATERIAIS METÁLICOS, EXCETO ALUMÍNIO",CONSERVAÇÃO E LIMPEZA,1
SANTO ANTONIO,REPARAÇÃO E MANUTENÇÃO DE EQUIP ELETROELETRÔN DE USO PESSOAL E DOMÉSTICO,CONSERVAÇÃO E LIMPEZA,1
SANTO ANTONIO,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE COMUNICAÇÃO,CONSERVAÇÃO E LIMPEZA,1
SANTO ANTONIO,REPRESENT COM E AGENTES DO COM DE PEÇAS E ACESS NOVOS E USAD P/ VEÍC AUTOMOTOR,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SANTO ANTONIO,"REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MADEIRA, MATDE CONST E FERRAGENS","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SANTO ANTONIO,SEGURIDADE SOCIAL OBRIGATÓRIA,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",1
SANTO ANTONIO,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,1
SANTO ANTONIO,TECELAGEM DE FIOS DE ALGODÃO,INDUSTRIA GERAL,1
SANTO ANTONIO,"TRANSP RODOV DE CARGA, EXC PROD PERIG E MUDAN, INTERMUN, INTEREST E INTERNACIONAL",TRANSPORTE E COMUNICACAO,1
SAO JOSE,"AGENCIAMENTO DE CARGAS, EXCETO PARA O TRANSPORTE MARÍTIMO","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SAO JOSE,"ALUGUEL DE OBJETOS DO VESTUÁRIO, JÓIAS E ACESSÓRIOS",GUARDA E LOCACAO DE BENS MOVEIS,1
SAO JOSE,"ATIVIDADES DE APOIO À EDUCAÇÃO, EXCETO CAIXAS ESCOLARES",EDUCACAO,1
SAO JOSE,ATIVIDADES DE GRAVAÇÃO DE SOM E DE EDIÇÃO DE MÚSICA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
SAO JOSE,"ATIVIDADES DE INTERMEDIAÇÃO E AGENCIAMENTO DE SERV E NEGÓCIOS EM GERAL, EXC IMOB","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SAO JOSE,"ATIVIDADES DE PRODUÇÃO DE FOTOGRAFIAS, EXCETO AÉREA E SUBMARINA","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",1
SAO JOSE,ATIVIDADES DE PROFISSIONAIS DA ÁREA DE SAÚDE NÃO ESPECIFICADAS ANTERIORMENTE,SAUDE,1
SAO JOSE,ATIVIDADES DE SONORIZAÇÃO E DE ILUMINAÇÃO,OUTROS SERVICOS,1
SAO JOSE,ATIVIDADES TÉCNICAS RELACIONADAS À ENGENHARIA E ARQUITETURA N/ ESP ANTERIORMENTE,TECNICO-CIENTIFICO,1
SAO JOSE,"BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL",INSTITUICOES FINANCEIRAS E SECURITARIAS,1
SAO JOSE,"CABELEIREIROS, MANICURE E PEDICURE",BELEZA E HIGIENE PESSOAL,1
SAO JOSE,CANTINAS - SERVIÇOS DE ALIMENTAÇÃO PRIVATIVOS,OUTRAS ATIVIDADES VAREJISTAS,1
SAO JOSE,CARTÓRIOS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",1
SAO JOSE,CASAS LOTÉRICAS,INSTITUICOES FINANCEIRAS E SECURITARIAS,1
SAO JOSE,COLETA DE RESÍDUOS PERIGOSOS,CONSERVAÇÃO E LIMPEZA,1
SAO JOSE,"COM ATAC DE JÓIAS, RELÓG E BIJUT, INC PEDRAS PRECIOSAS E SEMIPRECIOSAS LAPIDADAS",COMERCIO ATACADISTA,1
SAO JOSE,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS USADOS PARA VEÍCULOS AUTOMOTORES,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",1
SAO JOSE,COMÉRCIO ATACADISTA DE ALIMENTOS PARA ANIMAIS,COMERCIO ATACADISTA,1
SAO JOSE,COMÉRCIO ATACADISTA DE CARNES BOVINAS E SUÍNAS E DERIVADOS,COMERCIO ATACADISTA,1
SAO JOSE,COMÉRCIO ATACADISTA DE CIMENTO,COMERCIO ATACADISTA,1
SAO JOSE,"COMÉRCIO ATACADISTA DE DEFENSIVOS AGRÍCOLAS, ADUBOS, FERTILIZANT E CORRET DO SOLO",COMERCIO ATACADISTA,1
SAO JOSE,COMÉRCIO ATACADISTA DE EMBALAGENS,COMERCIO ATACADISTA,1
SAO JOSE,"COMÉRCIO ATACADISTA DE FARINHAS, AMIDOS E FÉCULAS",COMERCIO ATACADISTA,1
SAO JOSE,COMÉRCIO ATACADISTA DE LEITE E LATICÍNIOS,COMERCIO ATACADISTA,1
SAO JOSE,COMÉRCIO ATACADISTA DE MADEIRA E PRODUTOS DERIVADOS,COMERCIO ATACADISTA,1
SAO JOSE,COMÉRCIO ATACADISTA DE MÁQUINAS E EQUIPAMENTOS P/ USO COMERCIAL/ PARTES E PEÇAS,COMERCIO ATACADISTA,1
SAO JOSE,COMÉRCIO ATACADISTA DE MÁQUINAS E EQUIPAMENTOS P/ USO INDUSTRIAL/ PARTES E PEÇAS,COMERCIO ATACADISTA,1
SAO JOSE,"COMÉRCIO ATACADISTA DE MERCADORIAS EM GERAL, COM PREDOMIN DE PROD ALIMENTÍCIOS",COMERCIO ATACADISTA,1
SAO JOSE,COMÉRCIO ATACADISTA DE PESCADOS E FRUTOS DO MAR,COMERCIO ATACADISTA,1
SAO JOSE,COMÉRCIO ATACADISTA DE SUPRIMENTOS PARA INFORMÁTICA,COMERCIO ATACADISTA,1
SAO JOSE,"COMÉRCIO POR ATACADO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS E USADOS",COMERCIO ATACADISTA,1
SAO JOSE,COMÉRCIO POR ATACADO DE PEÇAS E ACESSÓRIOS PARA MOTOCICLETAS E MOTONETAS,COMERCIO ATACADISTA,1
SAO JOSE,COMÉRCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMAÇÃO,OUTRAS ATIVIDADES VAREJISTAS,1
SAO JOSE,COMÉRCIO VAREJISTA DE ANTIGÜIDADES,OUTRAS ATIVIDADES VAREJISTAS,1
SAO JOSE,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO,OUTRAS ATIVIDADES VAREJISTAS,1
SAO JOSE,COMÉRCIO VAREJISTA DE ARTIGOS FOTOGRÁFICOS E PARA FILMAGEM,OUTRAS ATIVIDADES VAREJISTAS,1
SAO JOSE,COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS,OUTRAS ATIVIDADES VAREJISTAS,1
SAO JOSE,COMÉRCIO VAREJISTA DE GÁS LIQÜEFEITO DE PETRÓLEO (GLP),OUTRAS ATIVIDADES VAREJISTAS,1
SAO JOSE,COMÉRCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,OUTRAS ATIVIDADES VAREJISTAS,1
SAO JOSE,COMÉRCIO VAREJISTA DE OUTROS ARTIGOS USADOS,OUTRAS ATIVIDADES VAREJISTAS,1
SAO JOSE,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, COM MANIPULAÇÃO DE FÓRMULAS",OUTRAS ATIVIDADES VAREJISTAS,1
SAO JOSE,"CONFECÇÃO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA",INDUSTRIA GERAL,1
SAO JOSE,"CONFECÇÃO, SOB MEDIDA, DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS",OUTROS SERVICOS,1
SAO JOSE,CONSTRUÇÃO DE ESTAÇÕES E REDES DE TELECOMUNICAÇÕES,CONSTRUCAO CIVIL,1
SAO JOSE,COOPERATIVAS DE CRÉDITO MÚTUO,INSTITUICOES FINANCEIRAS E SECURITARIAS,1
SAO JOSE,CORRETAGEM NA COMPRA E VENDA E AVALIAÇÃO DE IMÓVEIS,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SAO JOSE,CRIAÇÃO DE ANIMAIS DE ESTIMAÇÃO,VETERINARIO E SIMILARES,1
SAO JOSE,"CULTIVO DE CÍTRICOS, EXCETO LARANJA",ATIVIDADES AGROPECUARIAS E EXTRATIVAS,1
SAO JOSE,"DECORAÇÃO, LAPIDAÇÃO, GRAVAÇÃO, VITRIF E OUT TRAB EM CERÂM, LOUÇA, VIDRO E CRISTAL",CONSERVAÇÃO E LIMPEZA,1
SAO JOSE,ENSINO DE ARTE E CULTURA NÃO ESPECIFICADO ANTERIORMENTE,EDUCACAO,1
SAO JOSE,ENSINO FUNDAMENTAL,EDUCACAO,1
SAO JOSE,"FAB DE PROD DE PAPEL, CART, PAP-CART E PAP OND P/ USO COM E DE ESC, EXC FOR CONTÍN",INDUSTRIA GERAL,1
SAO JOSE,"FABRICAÇÃO DE ACESSÓRIOS DO VESTUÁRIO, EXCETO PARA SEGURANÇA E PROTEÇÃO",INDUSTRIA GERAL,1
SAO JOSE,"FABRICAÇÃO DE APARELHOS ELÉTRICOS DE USO PESSOAL, PEÇAS E ACESSÓRIOS",INDUSTRIA GERAL,1
SAO JOSE,FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA USO PESSOAL E DOMÉSTICO,INDUSTRIA GERAL,1
SAO JOSE,"FABRICAÇÃO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MÓVEIS",INDUSTRIA GERAL,1
SAO JOSE,FABRICAÇÃO DE ARTIGOS DE CUTELARIA,INDUSTRIA GERAL,1
SAO JOSE,FABRICAÇÃO DE ARTIGOS DE METAL PARA USO DOMÉSTICO E PESSOAL,INDUSTRIA GERAL,1
SAO JOSE,"FABRICAÇÃO DE ARTIGOS DO VESTUÁRIO, PRODUZIDOS EM MALHARIAS E TRICOTAG, EXC MEIAS",INDUSTRIA GERAL,1
SAO JOSE,"FABRICAÇÃO DE ARTIGOS PARA VIAGEM, BOLSAS E SEMELHANTES DE QUALQUER MATERIAL",INDUSTRIA GERAL,1
SAO JOSE,FABRICAÇÃO DE CELULOSE E OUTRAS PASTAS PARA A FABRICAÇÃO DE PAPEL,INDUSTRIA GERAL,1
SAO JOSE,"FABRICAÇÃO DE ESPECIARIAS, MOLHOS, TEMPEROS E CONDIMENTOS",INDUSTRIA GERAL,1
SAO JOSE,FABRICAÇÃO DE ESTRUTURAS METÁLICAS,INDUSTRIA GERAL,1
SAO JOSE,"FABRICAÇÃO DE MADEIRA LAMINADA E DE CHAPAS DE MADEI COMPEN, PRENS E AGLOMERADA",INDUSTRIA GERAL,1
SAO JOSE,"FABRICAÇÃO DE MÁQ E APAR DE REFRIG E VENTILA P/ USO IND E COM, PEÇAS E ACESSÓRIOS",INDUSTRIA GERAL,1
SAO JOSE,FABRICAÇÃO DE MEIAS,INDUSTRIA GERAL,1
SAO JOSE,FABRICAÇÃO DE MÓVEIS COM PREDOMINÂNCIA DE METAL,INDUSTRIA GERAL,1
SAO JOSE,"FABRICAÇÃO DE MÓVEIS DE OUTROS MATERIAIS, EXCETO MADEIRA E METAL",INDUSTRIA GERAL,1
SAO JOSE,FABRICAÇÃO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUÇÃO,INDUSTRIA GERAL,1
SAO JOSE,FABRICAÇÃO DE PAPEL,INDUSTRIA GERAL,1
SAO JOSE,"FABRICAÇÃO DE PARTES PARA CALÇADOS, DE QUALQUER MATERIAL",INDUSTRIA GERAL,1
SAO JOSE,FABRICAÇÃO DE PRODUTOS DE CARNE,INDUSTRIA GERAL,1
SAO JOSE,FABRICAÇÃO DE SORVETES E OUTROS GELADOS COMESTÍVEIS,INDUSTRIA GERAL,1
SAO JOSE,FABRICAÇÃO DE TECIDOS DE MALHA,INDUSTRIA GERAL,1
SAO JOSE,"FABRICAÇÃO DE TECIDOS ESPECIAIS, INCLUSIVE ARTEFATOS",INDUSTRIA GERAL,1
SAO JOSE,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE P/ CONSUMO DOMICILIAR,OUTROS SERVICOS,1
SAO JOSE,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS,OUTROS SERVICOS,1
SAO JOSE,FUNDIÇÃO DE FERRO E AÇO,INDUSTRIA GERAL,1
SAO JOSE,FUNDIÇÃO DE METAIS NÃO-FERROSOS E SUAS LIGAS,INDUSTRIA GERAL,1
SAO JOSE,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",1
SAO JOSE,GUARDA-MÓVEIS,GUARDA E LOCACAO DE BENS MOVEIS,1
SAO JOSE,HOLDINGS DE INSTITUIÇÕES NÃO-FINANCEIRAS,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",1
