nome_bairro,nome_grupo,desc_atividade,total,n
IMBIRIBEIRA,"CONTABILIDADE, CONSULTORIA E ASSESSORIA",SERVIÇOS DE AGRONOMIA E DE CONSULTORIA ÀS ATIVIDADES AGRÍCOLAS E PECUÁRIAS,48512,1
IMBIRIBEIRA,DIVERSOES PUBLICAS,EXPLORAÇÃO DE JOGOS ELETRÔNICOS RECREATIVOS,48512,1
IMBIRIBEIRA,DIVERSOES PUBLICAS,GESTÃO DE INSTALAÇÕES DE ESPORTES,48512,1
IMBIRIBEIRA,DIVERSOES PUBLICAS,PRODUÇÃO TEATRAL,48512,1
IMBIRIBEIRA,EDUCACAO,ENSINO DE DANÇA,48512,1
IMBIRIBEIRA,EDUCACAO,ENSINO DE IDIOMAS,48512,1
IMBIRIBEIRA,FORNECIMENTO DE MAO-DE-OBRA,"AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTÍSTICAS",48512,1
IMBIRIBEIRA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",ATIVIDADES DE GRAVAÇÃO DE SOM E DE EDIÇÃO DE MÚSICA,48512,1
IMBIRIBEIRA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO","ATIVIDADES DE PRODUÇÃO DE FOTOGRAFIAS, EXCETO AÉREA E SUBMARINA",48512,1
IMBIRIBEIRA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",Edição integrada a impressão de jornais diários,48512,1
IMBIRIBEIRA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",IMPRESSÃO DE JORNAIS,48512,1
IMBIRIBEIRA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",IMPRESSÃO DE MATERIAL DE SEGURANÇA,48512,1
IMBIRIBEIRA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",PRODUÇÃO DE FILMES PARA PUBLICIDADE,48512,1
IMBIRIBEIRA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",Servicos de encadernacao e plastificacao,48512,1
IMBIRIBEIRA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",SERVIÇOS DE PRÉ-IMPRESSÃO,48512,1
IMBIRIBEIRA,GUARDA E LOCACAO DE BENS MOVEIS,ALUGUEL DE APARELHOS DE JOGOS ELETRÔNICOS,48512,1
IMBIRIBEIRA,GUARDA E LOCACAO DE BENS MOVEIS,"ALUGUEL DE MÓVEIS, UTENSÍLIOS E APAR DE USO DOMÉST E PESSOAL/ INSTRUMENT MUSICAIS",48512,1
IMBIRIBEIRA,GUARDA E LOCACAO DE BENS MOVEIS,ESTACIONAMENTO DE VEÍCULOS,48512,1
IMBIRIBEIRA,GUARDA E LOCACAO DE BENS MOVEIS,Outras atividades de serviços de segurança,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,"FAB DE OUT ART E PROD DE CONCRET, CIMENTO, FIBROCIMENTO, GESSO E MAT SEMELHANTES",48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE ADITIVOS DE USO INDUSTRIAL,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,Fabricacao de alimentos dieteticos e complementos alimentares,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA USO PESSOAL E DOMÉSTICO,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE ARTEFATOS TÊXTEIS PARA USO DOMÉSTICO,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE ARTIGOS DE METAL PARA USO DOMÉSTICO E PESSOAL,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE ARTIGOS DE VIDRO,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE BISCOITOS E BOLACHAS,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,"FABRICAÇÃO DE CABINES, CARROC E REBOQ P/ OUT VEÍC AUTOMOT, EXC CAMINHÕES E ÔNIBUS",48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE CALÇADOS DE COURO,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,"FABRICAÇÃO DE CONSERVAS DE PEIXES, CRUSTÁCEOS E MOLUSCOS",48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE EMBALAGENS DE PAPEL,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,"FABRICAÇÃO DE ESCOVAS, PINCÉIS E VASSOURAS",48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,"FABRICAÇÃO DE ESPECIARIAS, MOLHOS, TEMPEROS E CONDIMENTOS",48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,"FABRICAÇÃO DE GERADORES DE CORRENTE CONTÍNUA E ALTERNADA, PEÇAS E ACESSÓRIOS",48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE LAMINADOS PLANOS E TUBULARES DE MATERIAL PLÁSTICO,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,"FABRICAÇÃO DE MÁQ E EQUIP P/ SANEAMENTO BÁSICO E AMBIENTAL, PEÇAS E ACESSÓRIOS",48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,"FABRICAÇÃO DE MÁQ E EQUIP P/ USO IND ESPECÍFICO N/ ESP ANTER, PEÇAS E ACESSÓRIOS",48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE MATERIAL ELÉTRICO PARA INSTALAÇÕES EM CIRCUITO DE CONSUMO,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,"FABRICAÇÃO DE MOTORES ELÉTRICOS, PEÇAS E ACESSÓRIOS",48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE OUTRAS AGUARDENTES E BEBIDAS DESTILADAS,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,"FABRICAÇÃO DE OUTRAS MÁQUINAS E EQUIP DE USO GERAL N/ ESP ANT, PEÇAS E ACESSÓRIOS",48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUÇÃO,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE OUTROS PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE OUTROS PRODUTOS TÊXTEIS NÃO ESPECIFICADOS ANTERIORMENTE,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE PRODUTOS DE LIMPEZA E POLIMENTO,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE PRODUTOS DE PAPEL P/ USO DOMÉST E HIGIÊNICO-SANITÁRIO N/ ESP ANTERIOR,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE PRODUTOS DO REFINO DE PETRÓLEO,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE PRODUTOS QUÍMICOS ORGÂNICOS NÃO ESPECIFICADOS ANTERIORMENTE,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE SORVETES E OUTROS GELADOS COMESTÍVEIS,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,"FABRICAÇÃO DE SUCOS CONCENTRADOS DE FRUTAS, HORTALIÇAS E LEGUMES",48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE TECIDOS DE MALHA,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,FABRICAÇÃO DE VIDRO PLANO E DE SEGURANÇA,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,METALURGIA DE OUTROS METAIS NÃO-FERROSOS E SUAS LIGAS NÃO ESPECIF ANTERIORMENTE,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,MOAGEM E FABRICAÇÃO DE PRODUTOS DE ORIGEM VEGETAL NÃO ESPECIFICADOS ANTERIORMENTE,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,PREPARAÇÃO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUÇÃO,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,PRODUÇÃO DE OUTROS TUBOS DE FERRO E AÇO,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,"PRODUÇÃO DE RELAMINADOS, TREFILADOS E PERFILADOS DE AÇO, EXCETO ARAMES",48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,RERREFINO DE ÓLEOS LUBRIFICANTES,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,Serrarias com desdobramento de madeira em bruto,48512,1
IMBIRIBEIRA,INDUSTRIA GERAL,Serrarias sem desdobramento de madeira em bruto - Resseragem,48512,1
IMBIRIBEIRA,"INSTALACAO, COLOCACAO E MONTAGEM",INSTALAÇÃO DE PAINÉIS PUBLICITÁRIOS,48512,1
IMBIRIBEIRA,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",ATIVIDADES DE COBRANÇA E INFORMAÇÕES CADASTRAIS,48512,1
IMBIRIBEIRA,OUTRAS ATIVIDADES VAREJISTAS,"COM VAREJ ESP DE PEÇAS E ACES P/ APAR ELETROELET P/ USO DOMÉST, EXC INF E COMUNIC",48512,1
IMBIRIBEIRA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMAÇÃO,48512,1
IMBIRIBEIRA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DE VIAGEM,48512,1
IMBIRIBEIRA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS ESPORTIVOS,48512,1
IMBIRIBEIRA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS FOTOGRÁFICOS E PARA FILMAGEM,48512,1
IMBIRIBEIRA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS,48512,1
IMBIRIBEIRA,OUTRAS ATIVIDADES VAREJISTAS,"COMÉRCIO VAREJISTA DE DISCOS, CDS, DVDS E FITAS",48512,1
IMBIRIBEIRA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITÓRIO,48512,1
IMBIRIBEIRA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MEDICAMENTOS VETERINÁRIOS,48512,1
IMBIRIBEIRA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE OBJETOS DE ARTE,48512,1
IMBIRIBEIRA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE OUTROS ARTIGOS USADOS,48512,1
IMBIRIBEIRA,OUTRAS ATIVIDADES VAREJISTAS,COMERCIO VAREJISTA DE PEDRAS PARA REVESTIMENTO,48512,1
IMBIRIBEIRA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSÓRIOS,48512,1
IMBIRIBEIRA,OUTRAS ATIVIDADES VAREJISTAS,SERVIÇOS AMBULANTES DE ALIMENTAÇÃO,48512,1
IMBIRIBEIRA,OUTROS SERVICOS,ATIVIDADES DE PÓS-COLHEITA,48512,1
IMBIRIBEIRA,OUTROS SERVICOS,ATIVIDADES DE SONORIZAÇÃO E DE ILUMINAÇÃO,48512,1
IMBIRIBEIRA,OUTROS SERVICOS,ATIVIDADES DE TELEATENDIMENTO,48512,1
IMBIRIBEIRA,OUTROS SERVICOS,"CONFECÇÃO, SOB MEDIDA, DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS",48512,1
IMBIRIBEIRA,OUTROS SERVICOS,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS NÃO ESPECIFICADAS ANTERIORMENTE,48512,1
IMBIRIBEIRA,OUTROS SERVICOS,"OUTROS SERVIÇOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEF TÊXT E PEÇAS DO VESTUÁRIO",48512,1
IMBIRIBEIRA,OUTROS SERVICOS,Servicos de corte e dobra de metais,48512,1
IMBIRIBEIRA,OUTROS SERVICOS,Servicos de tratamento e revestimento em metais,48512,1
IMBIRIBEIRA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM","AGENCIAMENTO DE CARGAS, EXCETO PARA O TRANSPORTE MARÍTIMO",48512,1
IMBIRIBEIRA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",COMÉRCIO SOB CONSIGNAÇÃO DE VEÍCULOS AUTOMOTORES,48512,1
IMBIRIBEIRA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",CORRETAGEM NO ALUGUEL DE IMÓVEIS,48512,1
IMBIRIBEIRA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM","REPRES.COMERCIAIS E AGENTES DO COMÉRCIO DE ELETRODOMÉSTICOS, MÓVEIS E ARTIGOS DE USO DOMÉSTICO",48512,1
IMBIRIBEIRA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM","REPRESENTANTES COM E AGENTES DO COM DE COMBUST, MINERAIS, PROD SIDER E QUÍMICOS",48512,1
IMBIRIBEIRA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",REPRESENTANTES COM E AGENTES DO COM DE INST E MAT ODONTO-MÉDICO-HOSPITALARES,48512,1
IMBIRIBEIRA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM","REPRESENTANTES COM E AGENTES DO COM DE JORNAIS, REVISTAS E OUT PUBLICAÇÕES",48512,1
IMBIRIBEIRA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM","REPRESENTANTES COM E AGENTES DO COM DE MOTOCIC E MOTONETAS, PEÇAS E ACESSÓRIOS",48512,1
IMBIRIBEIRA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE VEÍCULOS AUTOMOTORES,48512,1
IMBIRIBEIRA,SAUDE,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS P/ REALIZ DE EXAMES COMPLEMENTARES,48512,1
IMBIRIBEIRA,SAUDE,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,48512,1
IMBIRIBEIRA,SAUDE,ATIVIDADES DE ACUPUNTURA,48512,1
IMBIRIBEIRA,SAUDE,ATIVIDADES DE PSICOLOGIA E PSICANÁLISE,48512,1
IMBIRIBEIRA,SAUDE,SERVIÇOS DE PRÓTESE DENTÁRIA,48512,1
IMBIRIBEIRA,SERVICOS DE INFORMATICA,Recarga de cartuchos para equipamentos de informatica,48512,1
IMBIRIBEIRA,SERVICOS DE INFORMATICA,"SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO",48512,1
IMBIRIBEIRA,SERVICOS DE INFORMATICA,"TRATAMENTO DE DADOS, PROVEDORES DE SERV DE APLIC E SERV DE HOSPED NA INTERNET",48512,1
IMBIRIBEIRA,SERVICOS DE INFORMATICA,Web design,48512,1
IMBIRIBEIRA,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES ASSOCIATIVAS NÃO ESPECIFICADAS ANTERIORMENTE,48512,1
IMBIRIBEIRA,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS PATRONAIS E EMPRESARIAIS,48512,1
IMBIRIBEIRA,SUPERMERCADOS E LOJAS DE DEPARTAMENTOS,"COM VAR DE MERC EM GERAL, COM PREDOMIN DE PROD ALIMENTÍCIOS - HIPERMERCADOS",48512,1
IMBIRIBEIRA,TECNICO-CIENTIFICO,"SERVIÇOS DE CARTOGRAFIA, TOPOGRAFIA E GEODÉSIA",48512,1
IMBIRIBEIRA,TECNICO-CIENTIFICO,SERVIÇOS DE DESENHO TÉCNICO RELACIONADOS À ARQUITETURA E ENGENHARIA,48512,1
IMBIRIBEIRA,TRANSPORTE E COMUNICACAO,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente,48512,1
IMBIRIBEIRA,TRANSPORTE E COMUNICACAO,ATIVIDADES DE RÁDIO,48512,1
IMBIRIBEIRA,TRANSPORTE E COMUNICACAO,PROVEDORES DE ACESSO ÀS REDES DE COMUNICAÇÕES,48512,1
IMBIRIBEIRA,TRANSPORTE E COMUNICACAO,SERVIÇOS DE REBOQUE DE VEÍCULOS,48512,1
IMBIRIBEIRA,TRANSPORTE E COMUNICACAO,"TRANSP RODOV COLET DE PASSAG, S/ REG DE FRETAM, INTERMUN, INTEREST E INTERNACIONAL",48512,1
IMBIRIBEIRA,TRANSPORTE E COMUNICACAO,TRANSPORTE RODOVIÁRIO DE PRODUTOS PERIGOSOS,48512,1
IMBIRIBEIRA,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",OPERADORES TURÍSTICOS,48512,1
IMBIRIBEIRA,VETERINARIO E SIMILARES,Alojamento de animais domésticos,48512,1
IMBIRIBEIRA,VETERINARIO E SIMILARES,ATIVIDADES VETERINÁRIAS,48512,1
IMBIRIBEIRA,VETERINARIO E SIMILARES,CRIAÇÃO DE ANIMAIS DE ESTIMAÇÃO,48512,1
IPSEP,"ANALISE, PESQUISA DE MERCADO E PUBLICIDADE",AGÊNCIAS DE PUBLICIDADE,25029,1
IPSEP,ATIVIDADES AGROPECUARIAS E EXTRATIVAS,ATIVIDADES DE APOIO À PRODUÇÃO FLORESTAL,25029,1
IPSEP,BELEZA E HIGIENE PESSOAL,ATIVIDADES DE CONDICIONAMENTO FÍSICO,25029,1
IPSEP,BELEZA E HIGIENE PESSOAL,Atividades de estetica e outros servicos de cuidados com a beleza,25029,1
IPSEP,COMERCIO ATACADISTA,"COM ATAC DE CEREAIS E LEGUM BEN, FARIN, AMIDOS E FÉC, C/ ATIV DE FRAC E ACOND ASSOC",25029,1
IPSEP,COMERCIO ATACADISTA,"COM ATAC DE MÁQ, APAR E EQUIP P/ USO ODONTO-MÉDICO-HOSPITALAR/ PARTES E PEÇAS",25029,1
IPSEP,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE ÁGUA MINERAL,25029,1
IPSEP,COMERCIO ATACADISTA,"COMÉRCIO ATACADISTA DE ARTIGOS DO VESTUÁR E ACESSÓRIOS, EXC PROF E DE SEGURANÇA",25029,1
IPSEP,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE BEBIDAS NÃO ESPECIFICADAS ANTERIORMENTE,25029,1
IPSEP,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE EMBALAGENS,25029,1
IPSEP,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE LEITE E LATICÍNIOS,25029,1
IPSEP,COMERCIO ATACADISTA,"COMÉRCIO ATACADISTA DE LUSTRES, LUMINÁRIAS E ABAJURES",25029,1
IPSEP,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE MÁQUINAS E EQUIPAMENTOS P/ USO INDUSTRIAL/ PARTES E PEÇAS,25029,1
IPSEP,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE MASSAS ALIMENTÍCIAS,25029,1
IPSEP,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE PESCADOS E FRUTOS DO MAR,25029,1
IPSEP,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE ROUPAS E ACESSÓRIOS P/ USO PROF E DE SEGUR DO TRABALHO,25029,1
IPSEP,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE TECIDOS,25029,1
IPSEP,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUT ALIMENT N/ ESP ANTERIORMENTE,25029,1
IPSEP,CONSERVAÇÃO E LIMPEZA,COLETA DE RESÍDUOS PERIGOSOS,25029,1
IPSEP,CONSERVAÇÃO E LIMPEZA,"DECORAÇÃO, LAPIDAÇÃO, GRAVAÇÃO, VITRIF E OUT TRAB EM CERÂM, LOUÇA, VIDRO E CRISTAL",25029,1
IPSEP,CONSERVAÇÃO E LIMPEZA,MANUTENÇÃO DE ESTAÇÕES E REDES DE TELECOMUNICAÇÕES,25029,1
IPSEP,CONSERVAÇÃO E LIMPEZA,"MANUTENÇÃO E REPAR DE MÁQ E EQUIP DE TERRAPLEN, PAVIMENT E CONST, EXC TRATORES",25029,1
IPSEP,CONSERVAÇÃO E LIMPEZA,"MANUTENÇÃO E REPARAÇÃO DE APARELHOS E INSTRUMENTOS DE MEDIDA, TESTE E CONTROLE",25029,1
IPSEP,CONSERVAÇÃO E LIMPEZA,"MANUTENÇÃO E REPARAÇÃO DE MÁQ E EQUIP P/ AS IND DE ALIMENT, BEBIDAS E FUMO",25029,1
IPSEP,CONSERVAÇÃO E LIMPEZA,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS-FERRAMENTA,25029,1
IPSEP,CONSERVAÇÃO E LIMPEZA,MANUTENÇÃO E REPARAÇÃO DE OUTRAS MÁQ E EQUIP P/ USOS IND N/ ESP ANTERIORMENTE,25029,1
IPSEP,CONSERVAÇÃO E LIMPEZA,MANUTENÇÃO E REPARAÇÃO DE VÁLVULAS INDUSTRIAIS,25029,1
IPSEP,CONSERVAÇÃO E LIMPEZA,RESTAURAÇÃO E CONSERVAÇÃO DE LUGARES E PRÉDIOS HISTÓRICOS,25029,1
IPSEP,CONSTRUCAO CIVIL,APLICAÇÃO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES,25029,1
IPSEP,CONSTRUCAO CIVIL,CONSTRUÇÃO DE INSTALAÇÕES ESPORTIVAS E RECREATIVAS,25029,1
IPSEP,CONSTRUCAO CIVIL,CONSTRUÇÃO DE OBRAS-DE-ARTE ESPECIAIS,25029,1
IPSEP,CONSTRUCAO CIVIL,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS",25029,1
IPSEP,CONSTRUCAO CIVIL,OBRAS DE IRRIGAÇÃO,25029,1
IPSEP,CONSTRUCAO CIVIL,PREPARAÇÃO DE CANTEIRO E LIMPEZA DE TERRENO,25029,1
IPSEP,CONSTRUCAO CIVIL,SERVIÇOS DE ENGENHARIA,25029,1
IPSEP,"CONTABILIDADE, CONSULTORIA E ASSESSORIA",ATIVIDADES DE CONSULTORIA E AUDITORIA CONTÁBIL E TRIBUTÁRIA,25029,1
IPSEP,DIVERSOES PUBLICAS,EXPLORAÇÃO DE JOGOS ELETRÔNICOS RECREATIVOS,25029,1
IPSEP,DIVERSOES PUBLICAS,"GESTÃO DE ESPAÇOS PARA ARTES CÊNICAS, ESPETÁCULOS E OUTRAS ATIVIDADES ARTÍSTICAS",25029,1
IPSEP,DIVERSOES PUBLICAS,OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE,25029,1
IPSEP,DIVERSOES PUBLICAS,PRODUÇÃO MUSICAL,25029,1
IPSEP,EDUCACAO,EDUCAÇÃO PROFISSIONAL DE NÍVEL TÉCNICO,25029,1
IPSEP,EDUCACAO,EDUCAÇÃO SUPERIOR - GRADUAÇÃO,25029,1
IPSEP,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",COMÉRCIO A VAREJO DE MOTOCICLETAS E MOTONETAS NOVAS,25029,1
IPSEP,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,25029,1
IPSEP,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIP DE ÁUDIO E VÍDEO,25029,1
IPSEP,FORNECIMENTO DE MAO-DE-OBRA,SELEÇÃO E AGENCIAMENTO DE MÃO-DE-OBRA,25029,1
IPSEP,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO","EDIÇÃO DE CADASTROS, LISTAS E OUTROS PRODUTOS GRÁFICOS",25029,1
IPSEP,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",Edição de jornais diários,25029,1
IPSEP,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",EDIÇÃO DE REVISTAS,25029,1
IPSEP,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",Edição integrada a impressão de jornais diários,25029,1
IPSEP,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",FOTOCÓPIAS,25029,1
IPSEP,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",LABORATÓRIOS FOTOGRÁFICOS,25029,1
IPSEP,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO","Servicos de acabamento grafico, exceto encadernacao e plastificacao",25029,1
IPSEP,GUARDA E LOCACAO DE BENS MOVEIS,ALUGUEL DE MÁQUINAS E EQUIPAMENTOS AGRÍCOLAS SEM OPERADOR,25029,1
IPSEP,GUARDA E LOCACAO DE BENS MOVEIS,DEPOSITO DE MERCADORIAS PROPRIAS,25029,1
IPSEP,INDUSTRIA GERAL,"FAB DE OUT ART E PROD DE CONCRET, CIMENTO, FIBROCIMENTO, GESSO E MAT SEMELHANTES",25029,1
IPSEP,INDUSTRIA GERAL,FABRICAÇÃO DE ARTEFATOS DE CORDOARIA,25029,1
IPSEP,INDUSTRIA GERAL,FABRICAÇÃO DE CHÁ MATE E OUTROS CHÁS PRONTOS PARA CONSUMO,25029,1
IPSEP,INDUSTRIA GERAL,"FABRICAÇÃO DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",25029,1
IPSEP,INDUSTRIA GERAL,"FABRICAÇÃO DE ESPECIARIAS, MOLHOS, TEMPEROS E CONDIMENTOS",25029,1
IPSEP,INDUSTRIA GERAL,"FABRICAÇÃO DE MÁQ, EQUIP E APAR P/ TRANSP E ELEV DE CARGAS, PEÇAS E ACESSÓRIOS",25029,1
IPSEP,INDUSTRIA GERAL,FABRICAÇÃO DE MÓVEIS COM PREDOMINÂNCIA DE MADEIRA,25029,1
IPSEP,INDUSTRIA GERAL,FABRICAÇÃO DE OUTROS PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE,25029,1
IPSEP,INDUSTRIA GERAL,FABRICAÇÃO DE OUTROS PRODUTOS QUÍMICOS NÃO ESPECIFICADOS ANTERIORMENTE,25029,1
IPSEP,INDUSTRIA GERAL,FABRICAÇÃO DE PAINÉIS E LETREIROS LUMINOSOS,25029,1
IPSEP,INDUSTRIA GERAL,Fabricacao de produtos de panificacao industrial,25029,1
IPSEP,INDUSTRIA GERAL,FABRICAÇÃO DE PRODUTOS DE TREFILADOS DE METAL PADRONIZADOS,25029,1
IPSEP,INDUSTRIA GERAL,"Fabricacao de velas,  inclusive decorativas",25029,1
IPSEP,INDUSTRIA GERAL,FUNDIÇÃO DE METAIS NÃO-FERROSOS E SUAS LIGAS,25029,1
IPSEP,INDUSTRIA GERAL,PRODUÇÃO DE FERROLIGAS,25029,1
IPSEP,"INSTALACAO, COLOCACAO E MONTAGEM",INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS,25029,1
